ADC_filtered,ADC_diff,current,charging_time,time
726, 0, 16, 8.00, 34455204
725, -1, 16, 8.00, 34467188
725, 0, 16, 8.00, 34479236
725, 0, 16, 8.00, 34491228
725, 0, 16, 8.00, 34503196
725, 0, 16, 8.00, 34515248
725, 0, 16, 8.00, 34527308
724, -1, 16, 8.00, 34539304
725, 1, 16, 8.00, 34551332
724, -1, 16, 8.00, 34563388
724, 0, 16, 8.00, 34575500
724, 0, 16, 8.00, 34587492
725, 1, 16, 8.00, 34599468
727, 2, 16, 8.00, 34611520
728, 1, 16, 8.00, 34623516
735, 7, 16, 8.00, 34635572
736, 1, 16, 8.00, 34647552
741, 5, 16, 8.00, 34662296
828, 87, 16, 8.00, 34674272
878, 50, 16, 8.00, 34686344
839, -39, 16, 8.00, 34698424
810, -29, 16, 8.00, 34710628
798, -12, 16, 8.00, 34722764
788, -10, 16, 8.00, 34734900
782, -6, 16, 8.00, 34747024
779, -3, 16, 8.00, 34759076
776, -3, 16, 8.00, 34771128
771, -5, 16, 8.00, 34783188
769, -2, 16, 8.00, 34795228
768, -1, 16, 8.00, 34807272
766, -2, 16, 8.00, 34819324
764, -2, 16, 8.00, 34831380
764, 0, 16, 8.00, 34843424
762, -2, 16, 8.00, 34855404
760, -2, 16, 8.00, 34867448
759, -1, 16, 8.00, 34882220
759, 0, 16, 8.00, 34894264
757, -2, 16, 8.00, 34906260
757, 0, 16, 8.00, 34918304
755, -2, 16, 8.00, 34930276
755, 0, 16, 8.00, 34942316
754, -1, 16, 8.00, 34954312
754, 0, 16, 8.00, 34966352
753, -1, 16, 8.00, 34978328
753, 0, 16, 8.00, 34990360
753, 0, 16, 8.00, 35002348
752, -1, 16, 8.00, 35014336
752, 0, 16, 8.00, 35026380
751, -1, 16, 8.00, 35038368
750, -1, 16, 8.00, 35050412
750, 0, 16, 8.00, 35062452
749, -1, 16, 8.00, 35074436
749, 0, 16, 8.00, 35086484
748, -1, 16, 8.00, 35101228
749, 1, 16, 8.00, 35113272
748, -1, 16, 8.00, 35125272
748, 0, 16, 8.00, 35137380
748, 0, 16, 8.00, 35149352
748, 0, 16, 8.00, 35161340
747, -1, 16, 8.00, 35173340
747, 0, 16, 8.00, 35185452
746, -1, 16, 8.00, 35197440
747, 1, 16, 8.00, 35209544
746, -1, 16, 8.00, 35234848
746, 0, 16, 8.00, 35246888
746, 0, 16, 8.00, 35258876
745, -1, 16, 8.00, 35270860
745, 0, 16, 8.00, 35282904
745, 0, 16, 8.00, 35294892
